objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
wlc033,https://www.leg.state.nv.us/Statutes/21st1903/Stats190301.html#Stats190301page18,,,1903 Nev. Stat. 18,Nevada Legislature,1903-01-30,"An Act providing for the cooperation of the State of Nevada with the Secretary of the Interior of the United States in the construction and administration of irrigation works for the reclamation of arid lands in the State of Nevada for the measurement, appropriation and distribution of water, determination of water rights, preserving and certifying records thereof, creating officers for the enforcement hereof, defining the tenure of office, powers and duties and fixing their compensation; providing for penalties for infringements hereof, and enacting a standard measure of water and conferring upon the Secretary of the Interior such rights and powers under the laws of Nevada as are necessary to enable him to carry out and execute an Act of the Congress of the United States, approved June 17, 1902, entitled “An Act appropriating the receipts from the sale and disposal of public lands in certain States and Territories to the construction of irrigation works for the reclamation of arid lands.”",water rights;enforcement;private ownership;vested rights;Secretary of Interior;streams;rivers;appropriation;State Engineer;irrigation;statute,,,,1903 Statutes of Nevada,,Statute,record,,,
wlc034,https://www.leg.state.nv.us/Statutes/21st1903/Stats190301.html#Stats190301page71,,,1903 Nev. Stat. 71,Nevada Legislature,1903-03-09,"An Act to provide for the measurement of water used on irrigated areas, the determination of the losses from irrigating ditches and the remedies therefor, and the study of the best methods of distributing and using water in growing crops in the State of Nevada, in cooperation with the United States Department of Agriculture and the Nevada Experiment Station.",measurement;irrigation;ditches;crops;investigation;reports;statute,,,,1903 Statutes of Nevada,,Statute,record,,,
wlc035,https://www.leg.state.nv.us/Statutes/22nd1905/Stats190501.html#Stats190501page67,,,1905 Nev. Stat. 67,Nevada Legislature,1905-03-01,"An Act amendatory of and supplemental to an Act entitled “An Act providing for the cooperation of the State of Nevada with the Secretary of the Interior of the United States in the construction and administration of irrigation works for the reclamation of arid lands in the State of Nevada, for the measurement, appropriation and distribution of water, determination of water rights, preserving and certifying records thereof, creating officers for the enforcement hereof, defining the tenure of office, powers and duties and fixing their compensation; providing for penalties for infringements hereof, and enacting a standard measure of water, and conferring upon the Secretary of the Interior such rights and powers under the laws of Nevada as are necessary to enable him to carry out and execute an Act of the Congress of the United States, approved June 17, 1902, entitled ‘An Act appropriating the receipts from the sale and disposal of public lands in certain States and Territories, to the construction of irrigation works for the reclamation of arid lands,’ ” approved February 16, 1903.",irrigation;water district;appropriation;application;state engineer;statute,,,,1905 Statutes of Nevada,,Statute,record,,,
wlc036,https://www.leg.state.nv.us/Statutes/22nd1905/Stats190502.html#Stats190502page197,,,1905 Nev. Stat. 197,Nevada Legislature,1905-03-17,"An Act to provide for the measurement of water used on irrigated areas, the determination of the losses from irrigating ditches and the remedies therefor, and the study of the best methods of distributing and using water in growing crops in the State of Nevada, in cooperation with the United States Department of Agriculture and the Nevada Experiment Station.",irrigation;ditches;irrigation board;appropriation;investigations;reports;statute,,,,1905 Statutes of Nevada,,Statute,record,,,
wlc037,https://www.leg.state.nv.us/Statutes/22nd1905/Stats190502.html#Stats190502page257,,,1905 Nev. Stat. 257,Nevada Legislature,1905-03-24,"An Act to provide for the sinking, boring and development of wells in Southern Nevada.",wells;appropriation;vested rights;statute,,,,1905 Statutes of Nevada,,Statute,record,,,
wlc038,https://www.leg.state.nv.us/Statutes/23rd1907/Stats190701.html#Stats190701page30,,,1907 Nev. Stat. 30,Nevada Legislature,1907-02-26,"An Act to provide for the appropriation, distribution and use of water, and to define and preserve existing water rights, to provide for the appointment of a State Engineer, an Assistant State Engineer, and fixing their compensation, duties and powers, defining the duties of the State Board of Irrigation, providing for the appointment of Water Commissioners and defining their duties.",appropriation;water rights;state engineer;board of irrigation;water commissioners;statute,,,,1907 Statutes of Nevada,,Statute,record,,,
wlc039,https://www.leg.state.nv.us/Statutes/23rd1907/Stats190701.html#Stats190701page38,,,1907 Nev. Stat. 38,Nevada Legislature,1907-02-26,"Section 32 of 1907 Nev. Stat. 30 - Repeal of previous acts from 1902, 1903, and 1905",repeal of previous acts;water rights;,,,,1907 Statutes of Nevada,,Statute,record,,,
wlc040,https://www.leg.state.nv.us/Statutes/23rd1907/Stats190702.html#Stats190702page279,,,1907 Nev. Stat. 279,Nevada Legislature,1907-03-27,An Act to regulate the exercise of the right of eminent domain.,eminent domain;public use;water rights;reservoirs;dams;canals;ditches;flumes;irrigation;mines;mills;statute,,,,1907 Statutes of Nevada,,Statute,record,,,
wlc041,https://www.leg.state.nv.us/Statutes/26th1913/Stats191301.html#Stats191301page12,,,1913 Nev. Stat. 12,Nevada Legislature,1913-02-20,"An Act authorizing the board of county commissioners of the various counties in the state to acquire real estate and to sink, or cause to be sunk thereon, artesian wells, and making the expense thereof a legal charge against the county.",county commissioners;wells;artisian well;statute,,,,1913 Statutes of Nevada,,Statute,record,,,
wlc042,https://www.leg.state.nv.us/Statutes/26th1913/Stats191301.html#Stats191301page35,,,1913 Nev. Stat. 35,Nevada Legislature,1913-03-06,"An Act consenting to the use by the United States of America of Lake Tahoe, its waters, bed, shores, and capability of use for reservoir purposes, in connection with the Truckee-Carson reclamation project of the reclamation service of the United States.",Lake Tahoe;reclamation;lake;reservoir;statute,,,,1913 Statutes of Nevada,,Statute,record,,,
wlc043,https://www.leg.state.nv.us/Statutes/26th1913/Stats191301.html#Stats191301page40,,,1913 Nev. Stat. 40,Nevada Legislature,1913-03-07,An Act to provide a law for the conservation of underground waters in the State of Nevada; provided for the casing and capping of artesian wells; and providing a penalty for the violation of the provisions of such act.,underground waters;wells;artisian well;penalty;beneficial use;waste of water;statute,,,,1913 Statutes of Nevada,,Statute,record,,,
wlc044,https://www.leg.state.nv.us/Statutes/26th1913/Stats191302.html#Stats191302page256,,,1913 Nev. Stat. 256,Nevada Legislature,1913-03-22,"An Act relating to the issuance of permits for the appropriation of water, where the works or any part thereof to be constructed under such permits or the point of diversion or place of intended use, or any part thereof are situated without the State of Nevada.",appropriation;permits;diversion;statute,,,,1913 Statutes of Nevada,,Statute,record,,,
wlc045,https://www.leg.state.nv.us/Statutes/26th1913/Stats191302.html#Stats191302page257,,,1913 Nev. Stat. 257,Nevada Legislature,1913-03-22,"An Act to provide for the measurement of water used on irrigation areas, the determination of the losses from irrigating ditches and the remedies therefor, and a study of the evaporation losses and the remedies therefor, and a study of the best methods of distributing and applying water in growing crops in the State of Nevada, in cooperation with the United States department of agriculture, the Nevada agricultural experiment station, and the state engineer.",irrigation;measurement;ditches;remedies;crops;reports;investigation;statute,,,,1913 Statutes of Nevada,,Statute,record,,,
wlc046,https://www.leg.state.nv.us/Statutes/26th1913/Stats191302.html#Stats191302page261,,,1913 Nev. Stat. 261,Nevada Legislature,1913-03-22,"An Act to provide for the investigation of the water resources of the State of Nevada in cooperation with the United States geological survey, and to make an appropriation for the expense of such investigations.",investigation;private lands;statute,,,,1913 Statutes of Nevada,,Statute,record,,,
wlc047,https://www.leg.state.nv.us/Statutes/26th1913/Stats191303.html#Stats191303page461,,,1913 Nev. Stat. 461,Nevada Legislature,1913-03-31,"An Act to provide for the organization and government of drainage districts and to provide for the acquisition, repair and development of canals, drains, ditches, watercourses and other property, and for the distribution of water thereby for drainage purposes, and to provide for the levying of taxes and for the issuing and sale of bonds thereof.",drainage district;canals;drains;ditches;drainage;petition;county commissioners;statute,,,,1913 Statutes of Nevada,,statute,record,,,
